epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
184,1992.16,0.62202,0.32212,0.00634,0.92214,0.95461,0.95979,0.86813,0.43191,0.37033,0.00483,3.93605e-05,3.93605e-05,3.93605e-05
185,2002.83,0.62146,0.32066,0.00631,0.92416,0.95255,0.95981,0.87101,0.43874,0.37335,0.00503,3.65129e-05,3.65129e-05,3.65129e-05
186,2013.46,0.64108,0.335,0.00636,0.91984,0.95,0.95852,0.87114,0.43175,0.37548,0.00495,3.38343e-05,3.38343e-05,3.38343e-05
187,2024.29,0.63531,0.32166,0.00656,0.92033,0.94896,0.95886,0.87327,0.42862,0.37275,0.00486,3.13254e-05,3.13254e-05,3.13254e-05
188,2035.05,0.63056,0.309,0.00658,0.92553,0.94681,0.96102,0.87075,0.4251,0.36057,0.00478,2.89868e-05,2.89868e-05,2.89868e-05
189,2045.78,0.62967,0.34835,0.0064,0.92085,0.95081,0.96062,0.86823,0.42402,0.37128,0.00481,2.68192e-05,2.68192e-05,2.68192e-05
190,2056.67,0.65237,0.33637,0.00672,0.92296,0.95017,0.96083,0.87233,0.4318,0.37467,0.00493,2.4823e-05,2.4823e-05,2.4823e-05
191,2097.18,0.48075,0.18042,0.0062,0.92163,0.94225,0.95386,0.85968,0.42652,0.42353,0.00483,2.29987e-05,2.29987e-05,2.29987e-05
192,2108.96,0.47921,0.1812,0.00611,0.89787,0.95344,0.94603,0.85028,0.43744,0.45534,0.00503,2.13468e-05,2.13468e-05,2.13468e-05
193,2120.04,0.47344,0.17099,0.00597,0.89716,0.94663,0.94386,0.84514,0.43984,0.4613,0.00503,1.98677e-05,1.98677e-05,1.98677e-05
194,2130.54,0.47585,0.17156,0.00623,0.89646,0.95125,0.94405,0.84679,0.43624,0.45384,0.00496,1.85617e-05,1.85617e-05,1.85617e-05
195,2140.99,0.46482,0.16684,0.00587,0.89387,0.95148,0.94279,0.84585,0.43268,0.45357,0.00495,1.74293e-05,1.74293e-05,1.74293e-05
196,2151.6,0.48234,0.16714,0.00608,0.89621,0.94911,0.94211,0.84614,0.43805,0.45095,0.00503,1.64705e-05,1.64705e-05,1.64705e-05
197,2162.03,0.46607,0.15947,0.00603,0.90065,0.94109,0.94251,0.84698,0.43765,0.45879,0.005,1.56858e-05,1.56858e-05,1.56858e-05
198,2172.33,0.47623,0.17123,0.00616,0.90259,0.9471,0.94302,0.84892,0.43864,0.44723,0.00502,1.50753e-05,1.50753e-05,1.50753e-05
199,2182.55,0.46249,0.16193,0.00585,0.89318,0.94817,0.94559,0.85004,0.43771,0.44667,0.00502,1.4639e-05,1.4639e-05,1.4639e-05
200,2192.72,0.46326,0.16069,0.00581,0.91237,0.94205,0.94608,0.85082,0.44072,0.43871,0.00507,1.43773e-05,1.43773e-05,1.43773e-05
